,Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers,-log10(pValue)
5333,R-MMU-1280215,Cytokine Signaling in Immune system,11,422,0.0391247913962544,0.9999999999987632,0.9999999999987632,231,468,0.0571149621674395,10090,Mus musculus,TNFSF14;IRAK1;STAT1;IL1R1;PPP2R1A;GRB10;SDC1;PTK2B;KRAS;MAP2K7;JAK1,,R-MMU-8983300;R-MMU-909718;R-MMU-8987270;R-MMU-8987266;R-MMU-909719;R-MMU-450690;R-MMU-9706344;R-MMU-8987220;R-MMU-873927;R-MMU-8987218;R-MMU-873924;R-MMU-9706340;R-MMU-873926;R-MMU-8983298;R-MMU-8987255;R-MMU-8987236;R-MMU-8987230;R-MMU-6785165;R-MMU-8983063;R-MMU-9706345;R-MMU-1678841;R-MMU-9006844;R-MMU-6788571;R-MMU-450827;R-MMU-6788582;R-MMU-8948018;R-MMU-8948015;R-MMU-909720;R-MMU-9005980;R-MMU-877269;R-MMU-8983335;R-MMU-8963734;R-MMU-877281;R-MMU-909724;R-MMU-8983378;R-MMU-168162;R-MMU-6788628;R-MMU-449115;R-MMU-8983374;R-MMU-6788623;R-MMU-8983371;R-MMU-8948066;R-MMU-6788622;R-MMU-909725;R-MMU-909721;R-MMU-8952807;R-MMU-9006850;R-MMU-8948063;R-MMU-9006873;R-MMU-9006870;R-MMU-909722;R-MMU-8983834;R-MMU-912527;R-MMU-8983835;R-MMU-909730;R-MMU-909729;R-MMU-9696179;R-MMU-8983384;R-MMU-909732;R-MMU-909552;R-MMU-8950518;R-MMU-445752;R-MMU-8987070;R-MMU-8950522;R-MMU-8987063;R-MMU-1067688;R-MMU-445753;R-MMU-8987040;R-MMU-1067651;R-MMU-8987043;R-MMU-8987042;R-MMU-1067659;R-MMU-8950485;R-MMU-8950453;R-MMU-8950782;R-MMU-8987097;R-MMU-1112538;R-MMU-873917;R-MMU-1112565;R-MMU-1112510;R-MMU-1112514;R-MMU-8987080;R-MMU-8950537;R-MMU-9705738;R-MMU-8950733;R-MMU-8987096;R-MMU-8987084;R-MMU-445757;R-MMU-9758604;R-MMU-8982165;R-MMU-8987120;R-MMU-8982163;R-MMU-8987105;R-MMU-8982162;R-MMU-9607304;R-MMU-199959;R-MMU-8987132;R-MMU-8987129;R-MMU-873918;R-MMU-8987104;R-MMU-6784791;R-MMU-1112587;R-MMU-1112604;R-MMU-448744;R-MMU-1112602;R-MMU-1112708;R-MMU-873921;R-MMU-8987179;R-MMU-1112703;R-MMU-1112727;R-MMU-873922;R-MMU-1112755;R-MMU-8987202;R-MMU-873919;R-MMU-9706308;R-MMU-8987141;R-MMU-8987161;R-MMU-1112690;R-MMU-8987156;R-MMU-8987150;R-MMU-8983003;R-MMU-6783681;R-MMU-452091;R-MMU-6783556;R-MMU-450337;R-MMU-452097;R-MMU-9009558;R-MMU-6783524;R-MMU-9009554;R-MMU-446894;R-MMU-6783552;R-MMU-6783530;R-MMU-9011748;R-MMU-6786058;R-MMU-9710963;R-MMU-448427;R-MMU-450346;R-MMU-5696482;R-MMU-8950210;R-MMU-452122;R-MMU-6786050;R-MMU-9710959;R-MMU-9681763;R-MMU-452100;R-MMU-452108;R-MMU-8986994;R-MMU-6786095;R-MMU-8950340;R-MMU-6786096;R-MMU-8986985;R-MMU-6784204;R-MMU-6786072;R-MMU-6784189;R-MMU-6784006;R-MMU-8987012;R-MMU-8950405;R-MMU-6784324;R-MMU-448660;R-MMU-8987039;R-MMU-8987033;R-MMU-8987014;R-MMU-8950441;R-MMU-8986995;R-MMU-453104;R-MMU-6786124;R-MMU-6786110;R-MMU-6784323;R-MMU-6784319;R-MMU-8987007;R-MMU-453111;R-MMU-8983983;R-MMU-5676593;R-MMU-997309;R-MMU-5676591;R-MMU-8984012;R-MMU-449976;R-MMU-997311;R-MMU-8983996;R-MMU-997314;R-MMU-8983845;R-MMU-8983841;R-MMU-1295540;R-MMU-9707977;R-MMU-446648;R-MMU-9674816;R-MMU-450187;R-MMU-450133;R-MMU-450173;R-MMU-446684;R-MMU-8984014;R-MMU-997326;R-MMU-450063;R-MMU-446634;R-MMU-8984023;R-MMU-919404;R-MMU-8984021;R-MMU-446862;R-MMU-446868;R-MMU-9025969;R-MMU-5668454;R-MMU-446701;R-MMU-8985914;R-MMU-508247;R-MMU-8985900;R-MMU-5668481;R-MMU-451561;R-MMU-446692;R-MMU-451418;R-MMU-446694;R-MMU-9678561;R-MMU-5668414;R-MMU-8985981;R-MMU-508513;R-MMU-913424;R-MMU-8985973;R-MMU-508451;R-MMU-451942;R-MMU-446877;R-MMU-913529;R-MMU-8985988;R-MMU-508292;R-MMU-8985943;R-MMU-9678935;R-MMU-8985929;R-MMU-508282;R-MMU-5668534;R-MMU-913374;R-MMU-8985966;R-MMU-451900;R-MMU-446870;R-MMU-1169406,5.371303988705131e-13
5334,R-MMU-2454202,Fc epsilon receptor (FCERI) signaling,2,252,0.023363619506768,0.9999999999988256,0.9999999999988256,3,54,0.0065901879423968,10090,Mus musculus,KRAS;MAP2K7,,R-MMU-168162;R-MMU-2424477;R-MMU-2730868,5.100327970603331e-13
5335,R-GGA-425407,SLC-mediated transmembrane transport,11,344,0.0392067472076589,0.99999999999887,0.99999999999887,14,153,0.0225231856322685,9031,Gallus gallus,SLC8A3;SLC13A3;SLC45A3;SLC9A6;SLCO1B3;SLCO1A2;SLC16A2;SLC38A3;SLC12A7;SLC7A2;SLC4A5,,R-GGA-426155;R-GGA-375768;R-GGA-8875902;R-GGA-194079;R-GGA-879575;R-GGA-194083;R-GGA-425983;R-GGA-375790;R-GGA-194130;R-GGA-9631987;R-GGA-433101;R-GGA-425483;R-GGA-352174;R-GGA-425661,4.907462477292451e-13
5336,R-SPO-76042,RNA Polymerase II Transcription Initiation And Promoter Clearance,1,47,0.020814880425155,0.9999999999988984,0.9999999999998972,9,11,0.0074626865671641,4896,Schizosaccharomyces pombe,TAF2,,R-SPO-75850;R-SPO-75949;R-SPO-75864;R-SPO-75873;R-SPO-9613494;R-SPO-9613497;R-SPO-75869;R-SPO-75861;R-SPO-75866,4.784028561573492e-13
5337,R-HSA-109582,Hemostasis,21,803,0.0530313036586976,0.9999999999989664,0.9999999999989664,46,338,0.0242606948033304,9606,Homo sapiens,CHID1;ITIH4;ITIH3;DGKD;SERPINA1;PRKCE;ITGA1;ITPR1;GNAI2;SLC8A3;F7;THPO;PPP2R1A;GNB2;P2RX1;SDC1;SIRPA;GNB3;KRAS;A2M,,R-HSA-140736;R-HSA-396996;R-HSA-114563;R-HSA-425861;R-HSA-397891;R-HSA-158340;R-HSA-392195;R-HSA-426240;R-HSA-428750;R-HSA-432143;R-HSA-428749;R-HSA-396941;R-HSA-8870732;R-HSA-139854;R-HSA-418442;R-HSA-202703;R-HSA-397835;R-HSA-139855;R-HSA-140748;R-HSA-392202;R-HSA-443926;R-HSA-392852;R-HSA-418581;R-HSA-140823;R-HSA-418579;R-HSA-428752;R-HSA-418576;R-HSA-140825;R-HSA-210977;R-HSA-140769;R-HSA-392870;R-HSA-419490;R-HSA-139941;R-HSA-481007;R-HSA-351341;R-HSA-140777;R-HSA-428909;R-HSA-140783;R-HSA-392874;R-HSA-428918;R-HSA-428917;R-HSA-481009;R-HSA-114552;R-HSA-425661;R-HSA-392187;R-HSA-114558,4.4889443568078715e-13
5338,R-BTA-69620,Cell Cycle Checkpoints,4,289,0.0276846441230002,0.9999999999989768,0.9999999999989768,14,41,0.0051721962911568,9913,Bos taurus,YWHAE;MCM8;PPP2R1A;CHEK2,,R-BTA-141409;R-BTA-75016;R-BTA-141422;R-BTA-5683792;R-BTA-69891;R-BTA-69685;R-BTA-141439;R-BTA-5683735;R-BTA-5683774;R-BTA-75809;R-BTA-176318;R-BTA-176298;R-BTA-69608;R-BTA-141431,4.4436209658798205e-13
5339,R-SSC-195258,RHO GTPase Effectors,4,277,0.0277055411082216,0.9999999999990028,0.9999999999990028,7,84,0.011204481792717,9823,Sus scrofa,ROCK2;PPP2R1A;SRF,,R-SSC-5665998;R-SSC-5666008;R-SSC-5666129;R-SSC-5666160;R-SSC-5666169;R-SSC-9680443;R-SSC-419049,4.3307946522929717e-13
5340,R-DRE-5684996,MAPK1/MAPK3 signaling,4,283,0.0277287869880462,0.9999999999990312,0.9999999999990312,43,78,0.0106180234141029,7955,Danio rerio,DUSP10;KRAS;FGFR2;JAK1,,R-DRE-9649735;R-DRE-5675431;R-DRE-9649733;R-DRE-5672972;R-DRE-9653592;R-DRE-9649732;R-DRE-9653585;R-DRE-9658253;R-DRE-5675417;R-DRE-9657608;R-DRE-5675376;R-DRE-5658231;R-DRE-9653503;R-DRE-9657606;R-DRE-5672966;R-DRE-9657603;R-DRE-9647982;R-DRE-9657599;R-DRE-5674022;R-DRE-9653108;R-DRE-9647980;R-DRE-5675373;R-DRE-5672965;R-DRE-5674018;R-DRE-9654533;R-DRE-9647999;R-DRE-9654525;R-DRE-9647978;R-DRE-5672980;R-DRE-109858;R-DRE-9654523;R-DRE-9647994;R-DRE-5672978;R-DRE-5672969;R-DRE-9654521;R-DRE-5672973;R-DRE-5672950;R-DRE-109857;R-DRE-9649736;R-DRE-5675433;R-DRE-9647977;R-DRE-9653595;R-DRE-5658435,4.2073607365740295e-13
5341,R-DRE-156580,Phase II - Conjugation of compounds,1,215,0.0210660395845581,0.9999999999992126,0.9999999999992126,1,60,0.0081677103185407,7955,Danio rerio,MAT1A,,R-DRE-174391,3.4195051963993024e-13
5342,R-GGA-1852241,Organelle biogenesis and maintenance,1,185,0.0210850239343514,0.9999999999992324,0.9999999999992324,4,41,0.0060356249079935,9031,Gallus gallus,YWHAE,,R-GGA-5638009;R-GGA-5626681;R-GGA-5617816;R-GGA-5626228,3.333680051875993e-13
5343,R-DRE-1257604,PIP3 activates AKT signaling,4,285,0.0279247501469723,0.99999999999924,0.99999999999924,3,46,0.0062619112442145,7955,Danio rerio,IRAK1;TRIB3;ESR1;FGFR2,,R-DRE-199443;R-DRE-2316434;R-DRE-198640,3.300410754279879e-13
5344,R-CFA-425407,SLC-mediated transmembrane transport,11,385,0.0396131289227286,0.9999999999992786,0.9999999999992786,13,176,0.0237548926980699,9615,Canis familiaris,SLC8A3;SLC13A3;SLC9A6;SLCO1B3;SLCO1A2;SLC17A7;SLC5A1;SLC16A2;SLC38A3;SLC12A7;SLC4A5,,R-CFA-352174;R-CFA-425983;R-CFA-194083;R-CFA-426155;R-CFA-428052;R-CFA-879575;R-CFA-429613;R-CFA-9631987;R-CFA-433101;R-CFA-194079;R-CFA-194130;R-CFA-425483;R-CFA-425661,3.13309993883276e-13
5345,R-RNO-1280215,Cytokine Signaling in Immune system,11,411,0.0396373806538721,0.9999999999992976,0.9999999999992976,206,430,0.0544372705405747,10116,Rattus norvegicus,TNFSF14;IRAK1;STAT1;IL1R1;PPP2R1A;GRB10;SDC1;PTK2B;KRAS;MAP2K7;JAK1,,R-RNO-450346;R-RNO-8986995;R-RNO-8986994;R-RNO-450337;R-RNO-453104;R-RNO-8987040;R-RNO-8987033;R-RNO-8987039;R-RNO-9705738;R-RNO-8987012;R-RNO-8950210;R-RNO-8987014;R-RNO-8987007;R-RNO-448427;R-RNO-8987080;R-RNO-168162;R-RNO-997326;R-RNO-8987084;R-RNO-6783556;R-RNO-9607304;R-RNO-8987070;R-RNO-6783681;R-RNO-997311;R-RNO-6783530;R-RNO-997309;R-RNO-6783552;R-RNO-8987063;R-RNO-8987042;R-RNO-8987043;R-RNO-6783524;R-RNO-997314;R-RNO-909552;R-RNO-8950405;R-RNO-8987104;R-RNO-5696482;R-RNO-5676593;R-RNO-6786050;R-RNO-448660;R-RNO-8987097;R-RNO-1169406;R-RNO-6786058;R-RNO-8950340;R-RNO-8987096;R-RNO-5676591;R-RNO-9706308;R-RNO-873917;R-RNO-446684;R-RNO-449976;R-RNO-8985914;R-RNO-9710959;R-RNO-446692;R-RNO-8985900;R-RNO-446648;R-RNO-446634;R-RNO-508513;R-RNO-6788623;R-RNO-913529;R-RNO-6788628;R-RNO-9009554;R-RNO-508451;R-RNO-9009558;R-RNO-8985988;R-RNO-446868;R-RNO-451418;R-RNO-446862;R-RNO-1112755;R-RNO-8985973;R-RNO-8985981;R-RNO-451561;R-RNO-1112708;R-RNO-446694;R-RNO-1112703;R-RNO-1112690;R-RNO-8985966;R-RNO-1112727;R-RNO-446701;R-RNO-450187;R-RNO-9011748;R-RNO-8985929;R-RNO-9710963;R-RNO-450173;R-RNO-8985943;R-RNO-450133;R-RNO-446894;R-RNO-446877;R-RNO-446870;R-RNO-9681763;R-RNO-451900;R-RNO-8986985;R-RNO-9006870;R-RNO-912527;R-RNO-9006873;R-RNO-909732;R-RNO-9707977;R-RNO-450690;R-RNO-6784791;R-RNO-8948018;R-RNO-1067651;R-RNO-9674816;R-RNO-1067659;R-RNO-8948015;R-RNO-8983378;R-RNO-450827;R-RNO-8983371;R-RNO-8983374;R-RNO-9678561;R-RNO-1112514;R-RNO-1112510;R-RNO-199959;R-RNO-8983835;R-RNO-8983841;R-RNO-8983845;R-RNO-8983834;R-RNO-8948063;R-RNO-8948066;R-RNO-8983384;R-RNO-1067688;R-RNO-1112587;R-RNO-6788622;R-RNO-1112604;R-RNO-9678935;R-RNO-508247;R-RNO-1112602;R-RNO-8984014;R-RNO-6788582;R-RNO-8984021;R-RNO-1112538;R-RNO-8984023;R-RNO-6788571;R-RNO-8984012;R-RNO-1112565;R-RNO-6786110;R-RNO-445757;R-RNO-8987132;R-RNO-873918;R-RNO-6786124;R-RNO-8987141;R-RNO-6784204;R-RNO-8987105;R-RNO-8987120;R-RNO-8987129;R-RNO-445753;R-RNO-9706345;R-RNO-8950441;R-RNO-6786095;R-RNO-445752;R-RNO-6784006;R-RNO-6784189;R-RNO-6786096;R-RNO-9706340;R-RNO-6786072;R-RNO-9706344;R-RNO-448744;R-RNO-8982163;R-RNO-5668481;R-RNO-909719;R-RNO-8982165;R-RNO-8950733;R-RNO-8987218;R-RNO-5668454;R-RNO-8987220;R-RNO-8987179;R-RNO-909720;R-RNO-6784324;R-RNO-873926;R-RNO-5668534;R-RNO-8950518;R-RNO-873924;R-RNO-8982162;R-RNO-8987202;R-RNO-8950537;R-RNO-873922;R-RNO-8987161;R-RNO-8950485;R-RNO-5668414;R-RNO-6784319;R-RNO-6784323;R-RNO-873919;R-RNO-873921;R-RNO-9758604;R-RNO-8950453;R-RNO-8987150;R-RNO-8987156;R-RNO-909718;R-RNO-9005980;R-RNO-909721;R-RNO-877269;R-RNO-8987255;R-RNO-8987266;R-RNO-1678841;R-RNO-8987270;R-RNO-873927;R-RNO-8950757;R-RNO-8987230;R-RNO-8987236;R-RNO-8950782;R-RNO-9006850;R-RNO-8983335;R-RNO-909730;R-RNO-909729;R-RNO-877281;R-RNO-9696179;R-RNO-909722;R-RNO-909725;R-RNO-909724;R-RNO-8983300,3.0506499404423953e-13
5346,R-SSC-1280215,Cytokine Signaling in Immune system,11,397,0.0397079415883176,0.9999999999993504,0.9999999999993504,208,427,0.0569561157796451,9823,Sus scrofa,TNFSF14;IRAK1;STAT1;IL1R1;PPP2R1A;GRB10;SDC1;PTK2B;KRAS;MAP2K7;JAK1,,R-SSC-453111;R-SSC-168162;R-SSC-448661;R-SSC-453104;R-SSC-8948066;R-SSC-9009554;R-SSC-1295540;R-SSC-9009558;R-SSC-8985966;R-SSC-873917;R-SSC-8985943;R-SSC-909552;R-SSC-8985929;R-SSC-9607304;R-SSC-8985914;R-SSC-445753;R-SSC-8985900;R-SSC-9696179;R-SSC-445752;R-SSC-9707977;R-SSC-8985988;R-SSC-8985981;R-SSC-8985973;R-SSC-873921;R-SSC-1067659;R-SSC-919404;R-SSC-873919;R-SSC-873918;R-SSC-508247;R-SSC-8983374;R-SSC-8952807;R-SSC-8983371;R-SSC-1678841;R-SSC-451900;R-SSC-9705738;R-SSC-9758604;R-SSC-997326;R-SSC-8983384;R-SSC-508513;R-SSC-9706308;R-SSC-508451;R-SSC-452091;R-SSC-6785165;R-SSC-508282;R-SSC-508292;R-SSC-8983378;R-SSC-451942;R-SSC-6788582;R-SSC-9706345;R-SSC-450337;R-SSC-9706340;R-SSC-9706344;R-SSC-1169406;R-SSC-452108;R-SSC-452122;R-SSC-8983841;R-SSC-452100;R-SSC-6788571;R-SSC-8983845;R-SSC-8983835;R-SSC-452097;R-SSC-448427;R-SSC-8983834;R-SSC-448660;R-SSC-8948063;R-SSC-8984023;R-SSC-8984014;R-SSC-6788623;R-SSC-6788628;R-SSC-8984021;R-SSC-6788622;R-SSC-8984012;R-SSC-8948018;R-SSC-8983983;R-SSC-8948015;R-SSC-8983996;R-SSC-450346;R-SSC-8987255;R-SSC-8950405;R-SSC-8987266;R-SSC-449115;R-SSC-8987236;R-SSC-6784204;R-SSC-9681763;R-SSC-8987230;R-SSC-6784006;R-SSC-9710963;R-SSC-6784189;R-SSC-8987218;R-SSC-9710959;R-SSC-6786124;R-SSC-8950340;R-SSC-9006844;R-SSC-8950448;R-SSC-446694;R-SSC-446692;R-SSC-446684;R-SSC-6784324;R-SSC-6784319;R-SSC-8983003;R-SSC-6784323;R-SSC-8950441;R-SSC-9005980;R-SSC-5668414;R-SSC-446634;R-SSC-446648;R-SSC-8950522;R-SSC-8983300;R-SSC-9006870;R-SSC-8950518;R-SSC-449976;R-SSC-9006873;R-SSC-8983298;R-SSC-8950485;R-SSC-8983063;R-SSC-446868;R-SSC-9006850;R-SSC-8950453;R-SSC-446862;R-SSC-446701;R-SSC-450187;R-SSC-997314;R-SSC-8950782;R-SSC-9025969;R-SSC-446894;R-SSC-450173;R-SSC-997311;R-SSC-6784791;R-SSC-913529;R-SSC-8950757;R-SSC-450133;R-SSC-8983335;R-SSC-997309;R-SSC-199959;R-SSC-8950733;R-SSC-446877;R-SSC-913424;R-SSC-913374;R-SSC-451561;R-SSC-450063;R-SSC-451418;R-SSC-446870;R-SSC-8950537;R-SSC-1112565;R-SSC-9677579;R-SSC-909720;R-SSC-9674816;R-SSC-909719;R-SSC-1112538;R-SSC-873927;R-SSC-873926;R-SSC-909718;R-SSC-8986985;R-SSC-1112514;R-SSC-873924;R-SSC-1112510;R-SSC-873922;R-SSC-909721;R-SSC-8987007;R-SSC-1112604;R-SSC-877281;R-SSC-8986995;R-SSC-1112602;R-SSC-9678561;R-SSC-877269;R-SSC-1112587;R-SSC-9677585;R-SSC-8986994;R-SSC-909730;R-SSC-909729;R-SSC-450690;R-SSC-8987042;R-SSC-1112703;R-SSC-8987043;R-SSC-1112708;R-SSC-909725;R-SSC-5696482;R-SSC-6783681;R-SSC-6786058;R-SSC-1112690;R-SSC-8950210;R-SSC-6783556;R-SSC-909724;R-SSC-8987040;R-SSC-6783552;R-SSC-6786050;R-SSC-8987039;R-SSC-9678935;R-SSC-6783530;R-SSC-8987014;R-SSC-6783524;R-SSC-8987033;R-SSC-909722;R-SSC-8987202;R-SSC-6786110;R-SSC-8987120;R-SSC-8987132;R-SSC-6786096;R-SSC-8987105;R-SSC-6786095;R-SSC-8987080;R-SSC-450827;R-SSC-912527;R-SSC-6786072;R-SSC-8987070;R-SSC-1112727;R-SSC-1112755;R-SSC-909732,2.8211400034025576e-13
5347,R-DDI-114608,Platelet degranulation ,1,77,0.0212121212121212,0.9999999999993524,0.9999999999993524,1,6,0.0026109660574412,44689,Dictyostelium discoideum,CHID1,,R-DDI-351341,2.8124610562035724e-13
5348,R-DDI-76005,Response to elevated platelet cytosolic Ca2+,1,77,0.0212121212121212,0.9999999999993524,0.9999999999993524,1,6,0.0026109660574412,44689,Dictyostelium discoideum,CHID1,,R-DDI-351341,2.8124610562035724e-13
5349,R-BTA-9012999,RHO GTPase cycle,11,415,0.039754765782163,0.9999999999993832,0.9999999999993832,23,82,0.0103443925823136,9913,Bos taurus,BCR;SPEN;ANLN;ARHGAP8;HSP90AB1;PLXND1;ROCK2;ITSN1;PTK2B;MYO9B;ARHGAP26,,R-BTA-9017488;R-BTA-8981637;R-BTA-9013437;R-BTA-9013159;R-BTA-9013143;R-BTA-9014295;R-BTA-9018785;R-BTA-9018747;R-BTA-9013144;R-BTA-9696266;R-BTA-8980691;R-BTA-9013009;R-BTA-9013111;R-BTA-9014433;R-BTA-9013110;R-BTA-9018745;R-BTA-9014296;R-BTA-9018766;R-BTA-9018758;R-BTA-9013161;R-BTA-9018806;R-BTA-9693282;R-BTA-9018778,2.6789017020858577e-13
5350,R-SPO-446219,Synthesis of substrates in N-glycan biosythesis,1,48,0.0212577502214348,0.9999999999993908,0.9999999999998972,1,13,0.0088195386702849,4896,Schizosaccharomyces pombe,PMM1,,R-SPO-446201,2.645632404489749e-13
5351,R-RNO-425407,SLC-mediated transmembrane transport,10,397,0.0382872022374385,0.9999999999994136,0.9999999999994136,10,183,0.0231674895556399,10116,Rattus norvegicus,SLC8A3;SLC13A3;SLC45A3;SLC9A6;SLC17A7;SLC5A1;SLC16A2;SLC38A3;SLC12A7;SLC4A5,,R-RNO-425661;R-RNO-425483;R-RNO-429613;R-RNO-428052;R-RNO-8875902;R-RNO-879575;R-RNO-433101;R-RNO-425983;R-RNO-426155;R-RNO-352174,2.546788839167978e-13
5352,R-RNO-9012999,RHO GTPase cycle,11,413,0.0398302632847912,0.9999999999994328,0.9999999999994328,25,86,0.0108874541081149,10116,Rattus norvegicus,BCR;SPEN;ARHGAP8;HSP90AB1;PLXND1;ROCK2;ITSN1;PTK2B;MYO9B;ARHGAP26;KALRN,,R-RNO-9013110;R-RNO-9018766;R-RNO-9014433;R-RNO-9693282;R-RNO-8981637;R-RNO-9014295;R-RNO-9013024;R-RNO-9018785;R-RNO-9018747;R-RNO-9014296;R-RNO-9017488;R-RNO-9018806;R-RNO-8980691;R-RNO-9013437;R-RNO-9013009;R-RNO-9018758;R-RNO-9018745;R-RNO-9013143;R-RNO-9018778;R-RNO-9013161;R-RNO-9013022;R-RNO-9013144;R-RNO-9013159;R-RNO-9013111;R-RNO-9696266,2.4633745133110706e-13
5353,R-XTR-8957322,Metabolism of steroids,4,239,0.0281607163897725,0.9999999999994328,0.9999999999994328,7,142,0.023176105761384,8364,Xenopus tropicalis,STARD3;SERPINA1;SLCO1B3;CYP19A1,,R-XTR-194079;R-XTR-193060;R-XTR-193143;R-XTR-1449687;R-XTR-194083;R-XTR-196126;R-XTR-9707353,2.4633745133110706e-13
5354,R-XTR-1428517,The citric acid (TCA) cycle and respiratory electron transport,1,181,0.0213267350064805,0.9999999999994444,0.9999999999994444,1,51,0.0083238126326097,8364,Xenopus tropicalis,SUCLG2,,R-XTR-71775,2.4127473213169945e-13
5355,R-XTR-416476,G alpha (q) signalling events,3,223,0.0262754801461058,0.9999999999995188,0.9999999999995188,8,27,0.004406724334911,8364,Xenopus tropicalis,ITPR1;GNB3;EGFR,,R-XTR-2179387;R-XTR-2179415;R-XTR-750993;R-XTR-749448;R-XTR-139854;R-XTR-139941;R-XTR-749452;R-XTR-2179407,2.089697620021476e-13
5356,R-CFA-2454202,Fc epsilon receptor (FCERI) signaling,2,234,0.0240765510855026,0.9999999999995348,0.9999999999995348,3,52,0.0070184910244297,9615,Canis familiaris,KRAS;MAP2K7,,R-CFA-2730868;R-CFA-168162;R-CFA-2424477,2.0202660424296063e-13
5357,R-RNO-8957322,Metabolism of steroids,3,273,0.0263284791204552,0.9999999999995502,0.9999999999995502,8,173,0.0219015065198126,10116,Rattus norvegicus,STARD3;HSD17B4;CYP19A1,,R-RNO-193535;R-RNO-193508;R-RNO-192331;R-RNO-196126;R-RNO-193060;R-RNO-193455;R-RNO-9707353;R-RNO-193143,1.9532452835041223e-13
5358,R-RNO-156580,Phase II - Conjugation of compounds,2,250,0.0241103288648857,0.9999999999995548,0.9999999999995548,3,68,0.0086086846436257,10116,Rattus norvegicus,SULT1B1;MAT1A,,R-RNO-176474;R-RNO-174391;R-RNO-176585,1.933476570439771e-13
5359,R-MMU-68882,Mitotic Anaphase,1,232,0.0215093639903578,0.9999999999995648,0.9999999999995648,4,26,0.0031730534537466,10090,Mus musculus,PPP2R1A,,R-MMU-2995388;R-MMU-9667965;R-MMU-2467811;R-MMU-2467809,1.890081834444854e-13
5360,R-DRE-8957322,Metabolism of steroids,3,269,0.0263570448755633,0.9999999999995662,0.9999999999995662,6,151,0.0205554043016607,7955,Danio rerio,STARD3;SERPINA1;HSD17B4,,R-DRE-193508;R-DRE-192331;R-DRE-193455;R-DRE-1449687;R-DRE-196126;R-DRE-193535,1.883813705912255e-13
5361,R-MMU-2555396,Mitotic Metaphase and Anaphase,1,233,0.0216020767661783,0.9999999999996156,0.9999999999996156,4,27,0.0032950939711984,10090,Mus musculus,PPP2R1A,,R-MMU-2995388;R-MMU-9667965;R-MMU-2467811;R-MMU-2467809,1.6692508446040609e-13
5362,R-MMU-8978868,Fatty acid metabolism,8,383,0.0355089931392545,0.9999999999996158,0.9999999999996158,19,176,0.0214791310715157,10090,Mus musculus,PON3;ECHS1;ACAA2;ACOT12;HSD17B4;ALOXE3;ACACA;PAOX,,R-MMU-2066787;R-MMU-77325;R-MMU-390251;R-MMU-8932633;R-MMU-200555;R-MMU-5690043;R-MMU-2066780;R-MMU-77256;R-MMU-77333;R-MMU-390252;R-MMU-8942208;R-MMU-75851;R-MMU-77314;R-MMU-390256;R-MMU-2066778;R-MMU-389995;R-MMU-8874745;R-MMU-77344;R-MMU-389986,1.668768680870784e-13
5363,R-XTR-195258,RHO GTPase Effectors,4,242,0.0285141981854601,0.9999999999996342,0.9999999999996342,7,54,0.008813448669822,8364,Xenopus tropicalis,YWHAE;ROCK2;PPP2R1A;SRF,,R-XTR-419049;R-XTR-5666008;R-XTR-5665998;R-XTR-75016;R-XTR-9680443;R-XTR-5666160;R-XTR-5666169,1.588729501146831e-13
5364,R-BTA-72203,Processing of Capped Intron-Containing Pre-mRNA,1,226,0.0216495832934189,0.9999999999996392,0.9999999999996392,11,24,0.0030276270972625,9913,Bos taurus,NUP210,,R-BTA-158447;R-BTA-158484;R-BTA-159050;R-BTA-75098;R-BTA-77594;R-BTA-111439;R-BTA-77587;R-BTA-75097;R-BTA-158441;R-BTA-158481;R-BTA-159046,1.5670321331493743e-13
5365,R-XTR-196849,Metabolism of water-soluble vitamins and cofactors,3,225,0.0265111346765641,0.9999999999996432,0.9999999999996432,3,109,0.0177901093520483,8364,Xenopus tropicalis,SLC23A2;FLAD1;ACACA,,R-XTR-2993814;R-XTR-198870;R-XTR-196929,1.549674238751409e-13
5366,R-CFA-196849,Metabolism of water-soluble vitamins and cofactors,2,236,0.0242823335734129,0.999999999999644,0.999999999999644,2,119,0.016061546767445,9615,Canis familiaris,FLAD1;ACACA,,R-CFA-2993814;R-CFA-196929,1.5462990926184712e-13
5367,R-SSC-1852241,Organelle biogenesis and maintenance,1,217,0.0217043408681736,0.9999999999996648,0.9999999999996648,7,42,0.0056022408963585,9823,Sus scrofa,PPP2R1A,,R-SSC-5626228;R-SSC-5626681;R-SSC-5617816;R-SSC-5638009;R-SSC-5626699;R-SSC-5626223;R-SSC-5626220,1.4556523107624308e-13
